Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
Bosnia-Herzegovina,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,C#; CoffeeScript; JavaScript; Ruby; SQL,35e3
Canada,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; Objective-C; PHP; Python; SQL; Swift,NA
Italy,12 to 13 years,Web developer; Database administrator; Systems administrator,Java; JavaScript; PHP,19354.8387096774
Ukraine,12 to 13 years,Embedded applications/devices developer; Machine learning specialist; Data scientist,C; C++; Python,NA
Germany,12 to 13 years,Web developer,C#; JavaScript; SQL; VB.NET,NA
Czech Republic,12 to 13 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,NA
Italy,12 to 13 years,Desktop applications developer,Java; VB.NET; Visual Basic 6,24731.1827956989
China,12 to 13 years,Web developer; Systems administrator; DevOps specialist,JavaScript; PHP,NA
Sweden,12 to 13 years,Web developer,CoffeeScript; JavaScript; PHP; SQL,NA
Germany,12 to 13 years,Mobile developer; Desktop applications developer; Other,Assembly; C; C++; Common Lisp; Clojure; Elixir; Erlang; Go; Haskell; Java; Objective-C; Python; Ruby; Rust; SQL; Swift,14e4
Austria,12 to 13 years,Web developer; Mobile developer; Database administrator; Systems administrator,C#; JavaScript; SQL,37634.4086021505
Russian Federation,12 to 13 years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Desktop applications developer; Database administrator; DevOps specialist,Java; JavaScript; R; TypeScript,NA
India,12 to 13 years,Web developer,JavaScript; PHP; SQL,NA
Mexico,12 to 13 years,Web developer,NA,NA
United Kingdom,12 to 13 years,Web developer; Data scientist; Database administrator; Systems administrator,NA,56250
United States,12 to 13 years,Web developer; Database administrator,JavaScript; Perl; PHP; Ruby; SQL,88750
United Kingdom,13 to 14 years,Embedded applications/devices developer,C++; Python,78e3
Chile,13 to 14 years,Web developer; Graphics programming; Database administrator; Systems administrator,PHP; SQL,NA
United Kingdom,13 to 14 years,Web developer; Developer with a statistics or mathematics background,JavaScript; Python; SQL,56625
Germany,13 to 14 years,Web developer; Desktop applications developer,C; Groovy; Java; SQL,NA
Austria,13 to 14 years,Web developer,Ruby,NA
Spain,13 to 14 years,Web developer,JavaScript; PHP; SQL,NA
Germany,13 to 14 years,Web developer; Mobile developer; Desktop applications developer,C; C++; C#; Java; JavaScript; PHP; SQL,43010.752688172
Argentina,13 to 14 years,Web developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator,Java; JavaScript; SQL,NA
Latvia,13 to 14 years,Web developer; Developer with a statistics or mathematics background; DevOps specialist,Scala,53763.4408602151
China,13 to 14 years,Mobile developer,C#,21802.3255813953
United States,13 to 14 years,Web developer; Mobile developer; Database administrator,C#; Dart; Java; JavaScript; Objective-C; SQL,7e4
Poland,13 to 14 years,NA,NA,NA
Portugal,13 to 14 years,Web developer; Mobile developer,C#; Java; JavaScript; PHP; SQL,9225.8064516129
Australia,13 to 14 years,Web developer; Mobile developer; Desktop applications developer,Groovy; Java; JavaScript; Objective-C,94696.9696969697
Canada,13 to 14 years,Developer with a statistics or mathematics background,C#; JavaScript; SQL,53030.303030303
Egypt,13 to 14 years,NA,C; Python,NA
Bulgaria,13 to 14 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,NA,NA
South Korea,13 to 14 years,Embedded applications/devices developer; Desktop applications developer,C; C++; Python,NA
Russian Federation,13 to 14 years,Web developer,Ruby; SQL,16040.1002506266
United States,13 to 14 years,Web developer; Graphic designer; Systems administrator,Java; JavaScript; Python; Rust; SQL; Swift,1e5
United States,13 to 14 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Graphic designer; Desktop applications developer,C#; F#; Java; JavaScript; PHP; SQL; VBA,NA
Indonesia,13 to 14 years,Database administrator,SQL,NA
United States,13 to 14 years,Web developer; Mobile developer,C#; Java; JavaScript; Perl; PHP; Python; SQL,78e3
United States,13 to 14 years,Web developer,C#; JavaScript; Python; SQL,12e4
Iran,13 to 14 years,Web developer; Mobile developer,Java,NA
Belgium,13 to 14 years,DevOps specialist,Java; JavaScript; SQL; TypeScript,NA
Australia,13 to 14 years,Embedded applications/devices developer; Desktop applications developer,C#; JavaScript; PHP; Ruby; SQL; VB.NET; VBA,56818.1818181818
New Zealand,13 to 14 years,Web developer,C#; JavaScript; SQL,NA
Hungary,13 to 14 years,NA,VB.NET,NA
Serbia,13 to 14 years,Web developer,PHP; SQL,10215.0537634409
Germany,13 to 14 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,C#,NA
Iran,13 to 14 years,Mobile developer; Embedded applications/devices developer; Graphics programming; Machine learning specialist; Developer with a statistics or mathematics background; Desktop applications developer; Other,Java; PHP; Swift,4630.48712724579
United Arab Emirates,13 to 14 years,Mobile developer; Desktop applications developer,Java; Objective-C; SQL,NA
United States,13 to 14 years,Web developer,JavaScript; PHP,165e3
France,13 to 14 years,Web developer; DevOps specialist,Java; JavaScript; Objective-C; PHP,NA
Bulgaria,13 to 14 years,Web developer,C#; JavaScript; SQL,NA
Greece,13 to 14 years,Web developer; Data scientist; DevOps specialist,C#; JavaScript; SQL; TypeScript,50537.6344086021
India,13 to 14 years,NA,NA,NA
Switzerland,13 to 14 years,Web developer; Mobile developer; Desktop applications developer,NA,NA
Croatia,13 to 14 years,Web developer,C#; Java; SQL,NA
Hong Kong,13 to 14 years,Web developer; Mobile developer,Java; JavaScript; PHP; Swift,11632.9941860465
Poland,13 to 14 years,NA,JavaScript,NA
United States,13 to 14 years,Desktop applications developer; Systems administrator,C#; JavaScript; VB.NET; VBA; Visual Basic 6,9e4
Netherlands,13 to 14 years,Web developer,PHP,NA
Kuwait,13 to 14 years,Web developer; Desktop applications developer,NA,NA
Dominican Republic,13 to 14 years,Web developer,JavaScript; PHP,NA
Argentina,13 to 14 years,Web developer,JavaScript; Ruby; TypeScript,NA
Poland,13 to 14 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,NA
Russian Federation,13 to 14 years,Web developer; Mobile developer,C#; TypeScript,NA
Morocco,13 to 14 years,Web developer; Mobile developer,Java; JavaScript; PHP; SQL,NA
Slovenia,13 to 14 years,Web developer; Desktop applications developer; Database administrator,C#; JavaScript; R; SQL,30107.5268817204
Sweden,13 to 14 years,Web developer,NA,NA
United Kingdom,13 to 14 years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,NA,NA
Belgium,13 to 14 years,Web developer,C#; F#; JavaScript; SQL; VB.NET,NA
United States,13 to 14 years,Web developer,JavaScript; PHP; SQL,44e3
United States,13 to 14 years,NA,JavaScript; Python; SQL,NA
Austria,13 to 14 years,NA,Haskell; JavaScript; TypeScript,NA
South Korea,13 to 14 years,Mobile developer,Java,NA
Germany,13 to 14 years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; Objective-C; Swift,NA
Spain,13 to 14 years,Web developer; Mobile developer,JavaScript,NA
Canada,13 to 14 years,Web developer,C#; TypeScript,75757.5757575758
United Kingdom,13 to 14 years,Web developer,C#; JavaScript; SQL; TypeScript,NA
Peru,13 to 14 years,NA,C; Java,NA
Russian Federation,13 to 14 years,Web developer,Java; JavaScript; TypeScript,NA
Denmark,13 to 14 years,NA,C#; Haskell; Rust,NA
Poland,13 to 14 years,Mobile developer,Groovy; Java,3950.61728395062
Austria,13 to 14 years,Web developer; Data scientist; Desktop applications developer; Database administrator; Systems administrator,NA,NA
Greece,13 to 14 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,22043.0107526882
Poland,13 to 14 years,Web developer; Embedded applications/devices developer; Graphics programming,C++; Java; JavaScript,NA
United Kingdom,13 to 14 years,Web developer; Mobile developer; Systems administrator,NA,42500
Iran,13 to 14 years,Web developer; Systems administrator,Java; JavaScript; Objective-C; Perl; PHP; SQL,NA
India,13 to 14 years,Other,JavaScript; SQL; VB.NET; Visual Basic 6,NA
United States,13 to 14 years,Web developer; Database administrator; Systems administrator; DevOps specialist,C#; SQL,NA
Germany,13 to 14 years,NA,Python,NA
Ukraine,13 to 14 years,Mobile developer,C; C++; Objective-C; Swift,NA
Germany,13 to 14 years,NA,NA,NA
Spain,13 to 14 years,NA,R; Ruby; SQL,NA
Croatia,13 to 14 years,Other,Python; SQL,NA
United States,13 to 14 years,Web developer; Desktop applications developer; Systems administrator,JavaScript; SQL; VBA,NA
United States,13 to 14 years,Web developer; Data scientist; Database administrator,C; C++; C#; Java; JavaScript; Objective-C; Python; R; SQL; TypeScript,NA
Croatia,13 to 14 years,Web developer; Graphics programming; Desktop applications developer,Assembly; C; C++; C#; Java; JavaScript; Perl; SQL; Visual Basic 6,NA
Poland,13 to 14 years,Web developer; Mobile developer,JavaScript; Objective-C; PHP; SQL; Swift,NA
Singapore,13 to 14 years,Web developer; Desktop applications developer,C++; C#; Java; JavaScript,NA
United States,13 to 14 years,Web developer,NA,NA
Colombia,13 to 14 years,Web developer,NA,NA
United Kingdom,13 to 14 years,Web developer; Data scientist; Database administrator; DevOps specialist,NA,NA
Switzerland,13 to 14 years,Embedded applications/devices developer,NA,NA
Germany,13 to 14 years,Web developer,NA,NA
Mexico,13 to 14 years,Mobile developer,Objective-C; Python; SQL; Swift,1626.79425837321
United Kingdom,13 to 14 years,Web developer; Data scientist; Database administrator; Systems administrator,NA,NA
Japan,13 to 14 years,NA,NA,NA
Russian Federation,13 to 14 years,Mobile developer,NA,NA
Hong Kong,13 to 14 years,Developer with a statistics or mathematics background; Desktop applications developer; Other,NA,NA
United Kingdom,13 to 14 years,Web developer,C#; JavaScript; PHP; Python; SQL; VB.NET,NA
Brazil,13 to 14 years,NA,NA,NA
China,13 to 14 years,NA,NA,NA
Paraguay,13 to 14 years,Web developer,NA,NA
Belgium,13 to 14 years,Web developer,NA,NA
Spain,13 to 14 years,Web developer,NA,NA
India,13 to 14 years,Web developer,NA,NA
Sweden,13 to 14 years,Mobile developer,NA,NA
Austria,13 to 14 years,Web developer; Desktop applications developer; Database administrator,C++; C#; Java; JavaScript,57956.9892473118
Spain,13 to 14 years,Web developer,NA,NA
United Kingdom,13 to 14 years,NA,NA,NA
Switzerland,13 to 14 years,NA,NA,NA
Poland,13 to 14 years,Web developer; Developer with a statistics or mathematics background,C#; JavaScript; SQL,NA
Germany,13 to 14 years,Web developer; Desktop applications developer,Java; SQL,64516.1290322581
Russian Federation,13 to 14 years,Web developer; Systems administrator,Go; JavaScript; PHP; Python; SQL,NA
Spain,13 to 14 years,Web developer; Mobile developer,CoffeeScript; Java; JavaScript; SQL; Swift; TypeScript,40860.2150537634
Austria,13 to 14 years,Web developer,Java; JavaScript; TypeScript,NA
Hungary,13 to 14 years,Web developer; Mobile developer; Embedded applications/devices developer; Database administrator,CoffeeScript; JavaScript; Ruby,NA
United Arab Emirates,13 to 14 years,Desktop applications developer,NA,48e3
United States,13 to 14 years,Web developer; Graphic designer,JavaScript; SQL,119e3
United States,13 to 14 years,Web developer; Mobile developer; Desktop applications developer,Go; Python; SQL; Swift,11e4
France,13 to 14 years,Developer with a statistics or mathematics background; Desktop applications developer,Assembly; C; C++; Python; Ruby,NA
Switzerland,13 to 14 years,Web developer; Mobile developer; DevOps specialist,C#,1e5
Germany,13 to 14 years,NA,Java; JavaScript; Perl; PHP; Python; SQL,NA
Zimbabwe,13 to 14 years,NA,NA,NA
Russian Federation,13 to 14 years,Graphics programming; Desktop applications developer,C; C++; JavaScript; Perl; Python; SQL; VBA,28070.1754385965
Denmark,13 to 14 years,NA,NA,NA
Poland,13 to 14 years,Web developer; Desktop applications developer; Systems administrator,C#; F#; JavaScript; Python,NA
Canada,13 to 14 years,Developer with a statistics or mathematics background; Data scientist,Python; SQL; VBA,53484.8484848485
Poland,13 to 14 years,NA,C; C++; Python; VBA,NA
Germany,13 to 14 years,Web developer,JavaScript; PHP; SQL,NA
Hungary,13 to 14 years,Desktop applications developer,C#,26595.0572302616
Brazil,13 to 14 years,Web developer,Ruby,30254.7770700637
Germany,13 to 14 years,Web developer,Java; SQL,NA
France,13 to 14 years,Developer with a statistics or mathematics background; Data scientist,JavaScript; Python; Ruby; SQL,NA
United States,13 to 14 years,Embedded applications/devices developer; Desktop applications developer,C; C++; C#,96e3
South Korea,13 to 14 years,NA,C#; Python,NA
India,13 to 14 years,Mobile developer; Graphics programming,NA,NA
Iran,13 to 14 years,Web developer; Database administrator,NA,NA
Brazil,13 to 14 years,Web developer; DevOps specialist; Other,Java; JavaScript; Python; SQL,3503.1847133758
India,13 to 14 years,NA,JavaScript; Python; SQL,NA
Austria,13 to 14 years,NA,C#; JavaScript; SQL,NA
United States,13 to 14 years,Web developer,JavaScript; Python; SQL; TypeScript,11e4
France,13 to 14 years,Web developer; DevOps specialist,Java; JavaScript; PHP; SQL,38709.6774193548
Iran,13 to 14 years,Web developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator,C; C++; Java; PHP; SQL,12e3
France,13 to 14 years,Embedded applications/devices developer; Desktop applications developer,C; Smalltalk,NA
United States,13 to 14 years,Other,C++; C#; PHP; Python; SQL,NA
Finland,13 to 14 years,NA,C; C++; C#; Go; Java; JavaScript; Perl; PHP; Python; SQL,NA
Sweden,13 to 14 years,Web developer,C#; SQL,NA
United Kingdom,13 to 14 years,Mobile developer,Java; JavaScript; PHP; SQL; Swift,NA
Italy,13 to 14 years,Web developer,NA,NA
United States,13 to 14 years,Web developer; Desktop applications developer; Database administrator; DevOps specialist,C#; JavaScript; PHP; SQL; VB.NET,71500
Brazil,13 to 14 years,NA,NA,NA
China,13 to 14 years,Other,C; C++; Common Lisp; Clojure; Java; JavaScript; Python; R; SQL,58139.5348837209
Italy,13 to 14 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,C; Java; JavaScript; Objective-C; PHP,NA
Japan,13 to 14 years,Desktop applications developer,C#; Python,NA
Brazil,13 to 14 years,Web developer; Graphics programming,Java; SQL,NA
United States,13 to 14 years,Mobile developer; Embedded applications/devices developer; Desktop applications developer; Other,Assembly; C; C++; Java; Python,NA
Russian Federation,13 to 14 years,Web developer; Desktop applications developer,C#; JavaScript; PHP; SQL; TypeScript,NA
Germany,13 to 14 years,Desktop applications developer,C#,43870.9677419355
